"1903","zouq e saleem","good taste","ذوق سليم","اچهو سواد"
"1904","zil hajjatul haraam","the 12th month of the islamic calendar","ذي الحجة الحرام","ورس نو بار مو انے اٰخري مهينه"
"1905","zil qa'datul haraam","the 11th month of the islamic calendar","ذي القعدة الحرام","ورس نو اگيامو مهينه"
"1906","raat","night","رات","دن نو عكس"
"1907","raaj","rule","راج","حكمراني"
"1908","raaja","ruler, prince","راجا","امير"
"1909","raajeh","increasing","راجح","ودهنار"
"1910","raahat","comfort, rest","راحة","سكون"
"1911","raaz","secret","راز","بهيد"
"1912","raaziq","provider of livelihood","رازق","رزق اٰپنار"
"1913","raasta, raasto","road","راسته","طريق"
"1914","raasikh","deep rooted","راسخ","كهونچائيلا"
"1915","raadi","happy","راضي","خوش"
"1916","raafdi","rejector","رافضي","دين نے پهينكي دينار"
"1917","raakib","rider","راكب","سوار تهانار"
"1918","raakho","keep, place","راكهوؤ","موكوؤ"
"1919","raani","princess","راني","اميرة، امير نا بئيرو"
"1920","raah","way, path","راه","رسته، شاكلة"
"1921","raawat","warrior","راوت","پهلوان"
"1922","raawi","narrator, teller","راوي","رواية كرنار"
"1923","raayat-raayaat","flag-flags","راية-رايات","نشان"
"1924","raaij","in trend","رائج","جه چلن ما هوئي"
"1925","raai","advice","رائي","خيال"
"1926","raas","head","رأس","ماتهو"
"1927","raafat","mercy","رأفة","شفقة"
"1928","rab","god","رب","دهني، خدا"
"1929","rubbaan","captian","ربّان","قبطان"
"1930","ribeh","profit","ربح","فائدة"
"1931","riba","interest","ربىْ","وياج"
"1932","rabi'","spring","ربيع","بهار ني موسم"
"1933","rabi ul aakher","the 4th month of islamic calendar","ربيع الاخر","ورس نو چوتهو مهينه"
"1934","rabi ul awwal","the 3th month of islamic calendar","ربيع الاول","ورس نو تيسرو مهينه"
"1935","report","report","رپورت","وگت"
"1936","rutba","rank","رتبة","منزلة"
"1937","rajab al asab","name of a month","رجب الاصب","مهينه نو نام"
"1938","rujhaan","inclination","رجحان","ميلان"
"1939","rajiz","a poetical metre","رجز","جنگ نا دوران جه شعر پرهائي"
"1940","rajiz","filth","رجس","ناپاك"
"1941","rijl","leg","رجل","پگ"
"1942","rajul-rijaal","man-men","رجل-رجال","مرد"
"1943","rajam","stoning","رجم","ماروؤ"
"1944","ruju'","return","رجوع","ولوؤ"
"1945","rachna","set up","رچنا","نظام"
"1946","rehlat","trip, travel","رحلة","سفر"
"1947","rehlat ilmiyah","educational trip","رحلة علمية","علمي سفر"
"1948","rahem","womb","رحم","شكم"
"1949","rehmat","mercy","رحمة","شفقة"
"1950","rehmat mushakh-khasa","mercy personified","رحمة مشخصة","رحمة ني ذات"
"1951","raheem","mercyful","رحيم","رحمة كرنار"
"1952","rukhsaar","face","رخسار","چهره"
"1953","rukhsat","permission","رخصة","چهوت"
"1954","rad","return","رد","جواب/پاچهو موكلي اٰپوؤ"
"1955","rida","veil, rida","رداء","مؤمنة بئيرو نو حجاب"
"1956","razilat-razaail","vice","رذيلة-رذائل","نيچائي، بدي"
"1957","raza","permission","رزا","اذن"
"1958","rizq","livelihood","رزق-ارزاق","خدا  جه روزي  اٰپے"
"1959","ras","juice","رس","عصير"
"1960","rassi","rope","رسّي","حبل"
"1961","risaalat","message, misson","رسالة","پيغام"
"1962","risaalat-rasaail","writing, epistle","رسالة-رسائل","كتاب"
"1963","rasam","tradition","رسم","نيك عادة جه  اولياء الله ع م يه جاري كيدي هوئي"
"1964","ruswaai","humiliation","رسوائي","بے عزتي"
"1965","rasool-rusul","messanger","رسول-رسل","پيغمبر"
"1966","rasool ullah","messanger of allah","رسول الله","الله نا رسول"
"1967","rishta, rishto","relation","رشته","تعلق"
"1968","rishte daar","relatives","رشته دار","قرابة نا لوگو"
"1969","rushd","maturity/being on right path","رشد","هداية"
"1970","rashk kerwu","to envy","رشك كروؤ","بيجا ني كاميابي، ملكة يا فضل ديكهي نے دل ما غير اطمئناني نو احساس تهاوؤ يا يه مثل حاصل كرواني حسرة كروي"
"1971","rishwat","bribe","رشوة","كوئي كام كروا واسطے پيسه اٰپوؤ"
"1972","rasheed","one who is on right path","رشيد","هداية والو"
"1973","rada'at","breastfeeding/relation create through breastfeed","رضاعة","دودهـ پيلاوؤ/ دودهـ نو رشته"
"1974","ridwaan ul allah alaihe","","رضوان الله عليه","خدا ني رضوان اٰپ اوپر"
"1975","ridaa","happiness","رضىْ","خوشي"
"1976","rotab","dates","رطب","كهجور ني قسم"
"1977","ratal","pound","رطل","وزن نو معيار"
"1978","ru'aat","guardians","رعاة","حفاظة كرنار"
"1979","ra'eeyat","citizens","رعية","باشنداؤ"
"1980","ragbat","desire-desires","رغبة-رغائب","شوق"
"1981","raftaar","speed","رفتار","چال ني تيزي"
"1982","raftaar guftaar","behaviour & speech","رفتار گفتار","بول انے چال"
"1983","rifq","mildness","رفق","نرمائي"
"1984","rafu","darn, mend","رفو","پهاتيلي چيز نے سيوؤ"
"1985","rafu gar","darner","رفوگر","پهاتيلي چيز نے سيونار"
"1986","rafee'","high, elevated","رفيع","بلند"
"1987","rafeeq","companion","رفيق","ساتهي"
"1988","raqabat-raqabaat","neck-necks","رقبة-رقبات","گردن"
"1989","riqqat","graciousness","رقة","نرمائي"
"1990","ruqaa'","piece of paper","رقعة","چتهي"
"1991","raqam","amount","رقم","مال"
"1992","raqeeb","a person who watches as a guard","رقيب","مراقبة كرنار"
"1993","riqaab","rein","ركاب","لگام"
"1994","rak'at-raka'aat","standing, bowing for ruku, and two prostrations combined in namaaz is one rak'at","ركعة-ركعات","نماز ما قيام، ركوع انے بے سجدة "
"1995","rug","blood vessel","رگ","نس"
"1996","rugraa","rubbing","رگرا","گهسوا نو عمل"
"1997","rukun","corner, niche","ركن","زاويه"
"1998","rukn e rakeen","strong pillar","ركن ركين","مضبوط تهمب"
"1999","rakhopaa","protection","ركهوپا","حفاظة"
"2000","rukoo'","act of bowing in namaaz","ركوع","نماز ما كمر نے جهكاوا نو عمل"
"2001","rummaan","pomegranate","رمّان","دارم"
"2002","ramad","sore-eyed","رمد","انكهـ نو درد"
"2003","ramz","code, allegory","رمز","اشارة"
"2004","ramadaan ul moazzam","the 9th month of the islamic calendar","رمضان المعظم","ورس نو نومو مهينه"
"2005","ramo","play","رموؤ","كهيلوؤ"
"2006","ran","battlefield","رن","جنگ نو ميدان"
"2007","rang","color","رنگ","لون"
"2008","rihaaish","abode","رهائش","رهوا ني جگه"
"2009","rehbar","leader, head","رهبر","رسته ديكهاؤنار"
"2010","rehen","mortgage, guarantee","رهن","قرض نا عوض ما جه موكاوے"
"2011","rehen sehen","way of living","رهن سهن","رهوا نو طريقة"
"2012","rehnumaai","guidance","رهنمائي","هداية"
"2013","rehwa do","leave it","رهوا دو","چهوري دو، موكي دو"
"2014","rehwu","to stay","رهوؤ","اُتروؤ"
"2015","rawaa","permissible, allowed","روا","جائز"
"2016","rawaadaari","tolerance","روا داري","مداراة، راكهـ ركهاپت"
"2017","riwaaj","prevalence","رواج","عادة"
"2018","rawaa","flowing","رواں","جاري"
"2019","ruwaaq","porch","رواق","صحن، اٰنگن"
"2020","rawaani","fluency","رواني","اداء  ني تيزي"
"2021","riwaayat","an account or narrative","رواية","ذكر"
"2022","roti","bread","روتي","خبز"
"2023","rupaa","silver","روپا","چاندي"
"2024","rupaalo","radiant, glowing","روپالو","روشن"
"2025","rupya","money","روپيه","پئيسه"
"2026","ruh","soul","روح","جان"
"2027","ruh ul ameen","jibraael","روح الامين","جبرائيل ع م"
"2028","rohaani","spiritual","روحاني","جه جان سي تعلق راكهے"
"2029","rooz","day","روز","دن"
"2030","roozaana","every day","روزانه","هر دن"
"2031","roozgaar","livelihood","روزگار","روزي"
"2032","roza, rozu","fast","روزه","صوم"
"2033","","livelihood","روزي","رزق، كمائي"
"2034","roshan","illuminate","روشن","نور والو"
"2035","roshni","illumination, flare","روشني","نور"
"2036","roudat","garden","روضة","باغ"
"2037","rukaawat","hinderance","روكاوت","اٰر"
"2038","roug","sorrow, pain","روگ","درد، غم"
"2039","rookwu","to stop","روكوؤ","كئي چيز كرواسي منع كروؤ"
"2040","rumaal","handkerchief","رومال","ايك كپرٌا نو (چورس) تكرو جه نے عموماً ناك، انكهـ يا چهره نے لوچوا واسطے استعمال كرواما اٰوے چهے"
"2041","roowu","to cry","روؤ","اٰنسو بهاوؤ"
"2042","raoof","merciful","روؤف","شفقة راكهنار"
"2043","raweewaar","sunday","رويوار","يوم الاحد"
"2044","ro'yaa","dream","رؤيا","سپنو، منام"
"2045","riya-riyaai","show off","رياء/ريائي","لوگ ديكهائي"
"2046","riyaasat","headship","رياسة","مُلك"
"2047","riyaazat","practice/sports, exercise","رياضة","ورزش"
"2048","reet","custom","ريت","رواج"
"2049","reet riwaaj","customs, tradition","ريت رواج","عادة"
"2050","raiti","sand","ريتي","متّي ني قسم"
"2051","reeh","wind","ريح","هواء"
"2052","raihaan-raihaanat","pleasant smell","ريحان-ريحانة","خوشبو"
"2053","reerh ni haddi","spinal cord","ريرهـ  ني هدي","صلب"
"2054","rairwu","to pour out","ريروو","ويروؤ"
"2055","raisham","silk","ريشم","ملايم كپرٌا ني قسم چهے جه نے دودة القز (Silkworm) نا بناويلا داگا سي تيار كرواما اٰوے چهے"
"2056","reekhwu","to crawl","ريكهوؤ","هاتهـ انے گضضهن نا سهارے چلوؤ"
"2057","raees","head-heads","رئيس-رؤساء","قوم نا مهوتا"
"2058","raees ul jamhuriyah","president","رئيس الجمهورية","ملك نا رئيس"
"2059","raees ul wozora","prime minister","رئيس الوزراء","وزراء نا رئيس"
"2060","zaad","provisions","زاد","توشه"
"2061","zaar zaar","(to cry) profusely","زار زار","گهنو (روؤ)"
"2062","zaahir","luminous","زاهر","روشن"
"2063","zaveyat-zavaayaa","corner","زاوية-زوايا","كونو"
"2064","zaair-zaaireen","visitor","زائر-زائرين","زيارة كرنار"
"2065","zaail","temporal","زائل","متنار"
"2066","zabaan","tongue/language","زبان","اٰلة جه نا سي بولائي چهے"
"2067","zabaani","from the tongue (of), by the mouth (of), by word, orally","زباني","كلام"
"2068","zubdah","essence","زبدة","خلاصة"
"2069","zabardast","adept","زبردست","گهنو اچهو"
"2070","zaboor","zaboor","زبوز","داؤد نبي ع م پر خدا تعالىْ يه جه كتاب اُتارا"
"2071","zehmat","inconvenience","زحمة","تكليف"
"2072","zakh-khaar","teeming","زخّار","موجزن"
"2073","zakham","injury","زخم","جرح"
"2074","zarkhaiz","fertile","زرخيز","هريالي والي"
"2075","za'faraan","saffron","زعفران","قيصر"
"2076","za'am","allegation","زعم","خيال"
"2077","zaeem","leader, head","زعيم","سردار"
"2078","zakaat","3rd pillar of islam","زكوة","اسلام نو تيجو دعامة"
"2079","zaki","clean","زكي","پاك"
"2080","zulaal","cold water","زلال","تهندو پاني"
"2081","zalzala-zalaazil","earthquake","زلزلة-زلازل","زمين نو هلوؤ"
"2082","zulfa","closeness","زلفىْ","قربة"
"2083","zimaam","rein","زمام","لگام"
"2084","zamaan","time, period","زمان","عصر"
"2085","zamana","era, period","زمانه","عصر، وقت"
"2086","zumra","clique, group","زمرة","خاص جماعة"
"2087","zamarrud","emerald","زمرد","هرا رنگ نو پتهر"
"2088","zamzam","the spring of zamzam","زمزم","بيت الله ما پاني نا چشمة نو نام"
"2089","zomolaa","colleagues","زملاء","ساتهيو"
"2090","zameen","ground","زمين","ارض"
"2091","zindagi","life","زندگي","حياة"
"2092","zinda","alive","زنده","حي، جه ما حياة باقي هوئي"
"2093","zang","rust","زنگ","كاضض"
"2094","zohod","asceticism","زهد","پرهيزگاري"
"2095","zeher","poison","زهر","سم"
"2096","zohrah","venus","زهرة","سيارة نو نام"
"2097","zehreelu","poisoned","زهريلو","زهر والا، مسموم"
"2098","zahe naseeb","good luck","زهے نصيب","خوش نصيب"
"2099","zawaaj","marriage, union","زواج","جوران"
"2100","zawaal","demise, vanishing","زوال","نيچے ني طرف اٰوؤ"
"2101","zowj","husband","زوج","شوهر"
"2102","zowjat","wife","زوجة","بئيرو"
"2103","zour","power","زور","قوة"
"2104","ziyaada","more","زيادة","ودهارے"
"2105","ziyaada ma ziyaada","as much as possible","زيادة ما زيادة","ودهارے ما ودهارے"
"2106","ziyaadti","excess, surplus","زيادتي","ودهارو"
"2107","ziyaarat","visit","زيارة","ملوؤ"
"2108","zaibaaish","decoration","زيبائش","زينة"
"2109","zaitoon","olives","زيتون","ايك قسم نا پهل نو نام چهے"
"2110","zair e ta'meer","under construction","زير تعمير","جه نو تعميري كام چالو هوئي"
"2111","zere tan kerwu","to take off","زير تن كروؤ","جسم پر سي اتاروؤ"
"2112","zair e dast","subject to or under the authority of a superior.","زير دست","هاتهـ نا نيچے"
"2113","zair kerwu","destroy","زير كروؤ","هلاك كروؤ"
"2114","zair e nazar","subject to or under the supervision of a superior.","زير نظر","نظر نا نيچے"
"2115","zeen","saddle","زين","سرج"
"2116","zeenat","decoration","زينة","سجاوة"
"2117","zewar","jewellery","زيور","گهنو"
"2118","saabe ul ashhaad","7th of the ashhaad","سابع الاشهاد","تيسرا ساترا نا ساتما"
"2119","saabiq","predecessor","سابق","اٰگل اٰونار"
"2120","saath","company","ساتهـ","معية"
"2121","saathe","together","ساتهے","معية ما"
"2122","saathi","companion","ساتهي","رفيق"
"2123","saahat","courtyard","ساحة","اٰنگن"
"2124","saahil","coast","ساحل","كناره"
"2125","saadgi","simplicity","سادگي","ساده پنو"
"2126","saadah","simple","ساده","سادگي والو"
"2127","saari","constant, flowing","ساري","جاري"
"2128","saazish","trick","سازش","حيلة"
"2129","saazwaar","deserving","سازوار","لائق"
"2130","saasu","mother in law","ساسو","مرد يا بئيرو نا  ماں"
"2131","saa'at","hour","ساعة","گهري"
"2132","saaq","leg, shin","ساق","پندلي"
"2133","saaqi","one who serves drink","ساقي","پلاؤنار"
"2134","saaqi","the one who will offer a drink from houz e kausar","ساقي كوثر","كوثر نا پيلاؤنار"
"2135","saaken ul jaash","calm","ساكن الجاش","دل نا مطمئن"
"2136","saal","year","سال","ورس"
"2137","saalgira","birthday","سالگره","ميلاد"
"2138","saamaan","lugage, material","سامان","اشياء"
"2139","saamne","in front","سامنے","اٰنكهو نا مقابل"
"2140","saamno kerwu","to confront","سامنو  كروؤ","نظر ملاوؤ، سامنے اٰوؤ"
"2141","saami","elevated","سامي","بلند"
"2142","saanp","snake","سانپ","حية"
"2143","saanj","evening","سانج","دن نو اٰخري حصة"
"2144","saandhaao","joints","ساندهاؤ","مفاصل"
"2145","saas","breath","سانس","نفَس"
"2146","saankri","narrow","سانكري","پتلي"
"2147","saankli","chain?","سانكلي","كري، سلسلة"
"2148","saayo","shade, shadow/type of clothing","سايو","ظل/ كرتا نا اوپر پهنوا ما اٰوے چهے"
"2149","saaeg","acceptable or agreeable to the mind or feelings","سائغ","گلے اترے"
"2150","saail","beggar, questioner","سائل","سؤال كرنار"
"2151","sab o shitam","insulting and cursing","سب و شتم","گالي گلوچ"
"2152","sabaaqat","lead","سباقة","سابق تهاوؤ"
"2153","sibaal","the two points of the mustache","سبال","موچهـ نا چهيرا"
"2154","sabab","reason","سبب","وجه"
"2155","sabt","saturday","سبت","سنيوار نو دن"
"2156","sabzi","vegetable","سبزي","خضروات"
"2157","sibt-asbaat","grand child","سبط-اسباط","نواسا"
"2158","sabaq","lesson","سبق","حاصل حصول"
"2159","sabeel","path, way","سبيل","رسته"
"2160","sipaahi","soldier","سپاهي","فوجي"
"2161","supurd kerwu","to delegate","سپرد كروؤ","سونپوؤ"
"2162","sapnu","dream","سپنو","خواب"
"2163","sipah saalaar","commander in chief","سپه سالار","لشكر نا سردار"
"2164","sitaara","stars","ستارا","تارا"
"2165","sataawu","to annoy","ستاوؤ","تكليف اٰوؤ"
"2166","satar","seclusion","ستر","پرده"
"2167","sitam","tyranny, oppression","ستم","ظلم"
"2168","sajaawu","to decorate","سجاوؤ","تزين كروؤ"
"2169","sajda-sajadaat, sujood","prostration","سجدة-سجدات،سجود","تقبيل الارض"
"2170","sijil","letter","سجل","خط، مثال"
"2171","sijin","prison","سجن","قيد خانه"
"2172","sijjeen","hell","سجين","جهنم"
"2173","sach","truth","سچ","حق ني وات"
"2174","sihori","last(light)meal before daybreak","سحوري","روزه ني نية فجر نا طلوع نا پهلا  نوجمن"
"2175","sakhaafat","absurdity, silliness","سخافة","بے وقوفي"
"2176","sakhaawat","generosity","سخاوة","جود"
"2177","sakhti","harshness, strictness","سختي","شدة"
"2178","sakhi","generous","سخي","جواد"
"2179","sach chaawu","","سچّاوؤ","كوئي نے سچّو گردانوؤ"
"2180","sach chaai","truth","سچائي","حق ني وات"
"2181","sada","forever","سدا","هميشه"
"2182","sud","sense","سدهـ","هوش"
"2183","sidhaara","went, departed","سدهارا","گيا     (ادب سي سدهارا اداء تهائي)"
"2184","sudhaarwu","to correct","سدهاروؤ","صحيح كروؤ، درست كروؤ"
"2185","sir","secret","سر","بهيد"
"2186","saraapaa","from top to bottom","سراپا","ماتها سي پاؤں لگ"
"2187","saraser","complete, entirely","سراسر","مكمل، شروع سي اٰخر لگ"
"2188","saraaweel","pant, shorts?","سراويل","ازار"
"2189","sardaar","leader, head","سردار","سيد"
"2190","sardi","winter/cold","سردي","تهندي"
"2191","sarsaai","excellence, superiority","سرسائي","تحسين، تفضيل"
"2192","sar sabz","green, flourishing","سرسبز","اٰباد، هريالي والو"
"2193","sur'at","speed","سرعة","جلدي"
"2194","serfaraaz","victorious","سرفراز","كامياب"
"2195","sarkha","similar","سركها","ايك جيوا"
"2196","sarko","vinegar","سركو","خل"
"2197","sarmadi","eternal","سرمدي","هميشه ني"
"2198","surma","kohl","سرمه","كحل"
"2199","sirhaane","close","سرهانے","نزديك، قريب"
"2200","sarwaalah","total","سرواله","كل"
"2201","service","service","سروس","نوكري"
"2202","sarelu","rotten","سريلو","خراب"
"2203","saza","punishment","سزا","عقاب"
"2204","sust","lazy","سـست","كاسل"
"2205","susti","laziness","سـستي","كسل"
"2206","sasraa","father in law","سـسرا","زوج يا زوجة نا باوا"
"2207","sateh","surface","سطح","كئي چيز نو اوپر نو حصه"
"2208","satar-sutoor","line-lines","سطر-سطور","لائن"
"2209","sa'aadat","fortunateness, well-being","سعادة","خوشي"
"2210","sa'at","ampleness","سعة","كشادگي"
"2211","sa'ye","endeavours","سعي","كوشش"
"2212","saeer","hell","سعير","جهنم"
"2213","sifaarish","recommendation","سفارش","شفاعة"
"2214","safar","travel","سفر-اسفار","رحلة"
"2215","safra, safro","cloth on which food is placed","سفرة","تهال  نا  نيچے بچهاوا  ما  اٰوے  چهے"
"2216","safarjal","quince","سفرجل","پهل نو نام چهے"
"2217","safaid","white","سفيد","ابيض"
"2218","safina","ship","سفينة","كشتي"
"2219","sukkaan","dwellers","سكّان","وسناراؤ"
"2220","sikka-sekak","coin-coins","سكّه-سكـك","دينار، درهم"
"2221","sikat","capability","سكت","استطاعة"
"2222","sukur","intoxication","سكر","چهاگ، نشه"
"2223","suknaa","abode","سكنىْ","رهوا ني جگه"
"2224","sikhaaman","lesson, advice","سكهامن","اچهي صلاح"
"2225","sukoot","silence","سكوت","خاموشي"
"2226","sikkeen","knife","سكين","چهري"
"2227","sakinat","tranquility","سكينة","سكون"
"2228","sigaarait","cigarette","سگاريت","ايك قسم نو نشه چهے"
"2229","sagla","everyone","سگلا","تمام، هر"
"2230","sal","crease, wrinkle","سل","لكير"
"2231","silaah","weapon","سلاح","هتهيار"
"2232","sulaalat","child","سلالة","فرزند"
"2233","salaam","greeting","سلام","سلام كروؤ يا  سلام بولوؤ"
"2234","salaamat howu","to be safe","سلامة هوؤ","خيرية سي هوؤ"
"2235","salaamti","security, wellness","سلامتي","حفاظة"
"2236","salhafat","turtle","سلحفة","كاجبو"
"2237","silsila, silsilo","series, chain","سلسلة","كري، سانكلي"
"2238","sultaan-salaateen","sultan-sultans","سلطان-سلاطين","بادشاه"
"2239","saltanat","sultanate","سلطنة","مملكة"
"2240","salaf","ancestor","سلف","نيك بزرگو"
"2241","silgaawu","to lit a fire","سلگاوؤ","اٰگ جلاوؤ"
"2242","sulook","behavior","سلوك","وهوار"
"2243","simaat","cloth on which food is placed","سماط","سفرة"
"2244","samaawu","to contain","سماوؤ","وساوؤ"
"2245","samaawi","divine","سماوي","اٰسماني"
"2246","simat-simaat","trait, sign","سمة-سمات","صفة"
"2247","samajh","understanding","سمجهـ","فهم ني قوة"
"2248","samajhdaar","understanding","سمجهدار","جه ما سمجهـ هوئي"
"2249","sumran","tasbeeh","سمرن","تسبيح"
"2250","sa'an wa taa-atan","to acceptably obey","سمعاً و طاعةً","قبول كروؤ، تسليم كروؤ"
"2251","sambhaalo","take care","سنبـهالوؤ","خيال راكهوؤ"
"2252","sanat","year","سنة","ورس"
"2253","sunnat-sunan","tradition","سنة-سنن","هر وه قول انے عمل جه رسول الله صلع فرماوي گيا"
"2254","sanad","certificate, degree/reference","سند","مرجع"
"2255","sansthaa","committee","سنستها","كميتي"
"2256","sunehri zamaan","golden period","سنهري زمان","عصر ذهبي"
"2257","sang e marmar","marble","سنگ مرمر","ايك قسم نو پتهر چهے"
"2258","sanghaat","company","سنگهات","ساتهـ"
"2259","sawaarwu","to embellish","سنواروؤ","برابر كروؤ"
"2260","sunwu","to listen","سنوؤ","كان سي كوئي ني وات طرف دهيان اٰپوؤ"
"2261","sanicher","saturday","سنيچر","يوم السبت"
"2262","saniwaar","saturday","سنيوار","يوم السبت"
"2263","sahaaraa","support","سهارا","تكيه، اٰسرا"
"2264","sehlaai","prosperity","سهلائي","خوشحالي"
"2265","sahooliyat","convenience","سهولية","اٰساني"
"2266","sehaam","slips","سهام","چتهيّو"
"2267","sehel","easy","سهل","اٰسان"
"2268","sehen kerwu","to endure","سهن كروؤ","برداشت كروؤ"
"2269","sahi lewu","to endure","سهي ليوؤ","برداشت كروؤ"
"2270","saheli","friend (girl)","سهيلي","دوست"
"2271","sawaad","taste","سواد","ذوق"
"2272","sawaarwu","rider","سوار","باركش پر بيتهنار"
"2273","sawaari","ride","سواري","دابة جه نا پر سوار تهاوائي"
"2274","suwawar","period after giving birth","سواور","فرزند جنوا نا بعد نو وقت"
"2275","suwaal","question","سوأل-اسئلة","الجهن، مسئلة"
"2276","sooch","thinking","سوچ","خيال"
"2277","soochwu","to think","سوچوؤ","خيال كروؤ"
"2278","sodo","trade","سودو","لين دين"
"2279","sur","wall","سور","قلعة ني ديوار"
"2280","soorat-suwar","chapter of quran majeed","سورة-سور","قران مجيد ني سورتو"
"2281","sooraj","sun","سورج","شمس"
"2282","su kaam","why, because","سوں كام","سا واسطے كه"
"2283","sukhawu","to dry","سوكهاوؤ","بهينگاس دور كروا راكهوؤ"
"2284","sukho","dry","سوكهو","جه ما بهينگاس نه هوئي"
"2285","sulaawu","to put so to sleep","سولاوؤ","كوئي نے نيند ما واقع كروانو عمل"
"2286","suli","hand to death","سولي","گلا ما رسي باندهي نے لتكاوؤ"
"2287","somwaar","monday","سوموار","يوم الاثنين"
"2288","sonpwu","assign","سونپوؤ","سپرد كروؤ، ذمه داري  اٰپوي"
"2289","sungho","to smell","سونگهوؤ","استنشاق"
"2290","sonu","gold","سونو","ذهب"
"2291","suwu","to sleep","سوؤ","نيند ليوؤ"
"2292","siwa","apart from","سوىْ","علاوه"
"2293","sui","needle","سوئي","وه الة جه نا سي كپرا سيوائي"
"2294","siyaahat","travel, tourism","سياحة","زمين ما پهروؤ (تفريح خاطر)"
"2295","siyaadat","rule","سيادة","سردارگي"
"2296","saiyaarah-saiyaaraat","planets","سيارة-سيارات","اهوا تاراؤ جه پهرے چهے"
"2297","siyaasat","policy/politics","سياسة","مملكة نے چلاوا نو هنر انے فن"
"2298","siyaaq","context","سياق","پيرايا"
"2299","saib","apple","سيب","تفاح"
"2300","seep","pearl shell","سيپ","صدف"
"2301","sayyed","leader","سيد-سادات","سردار"
"2302","saidaani-saidaaniyo","noble ladies","سيداني-سيدانيو","اُونچا گهر نا بئيراؤ"
"2303","syedna","tilte of duat mutleqeen","سيدنا","داعي  نے  اهنا  سي  خطاب  تهائي"
"2304","seedhu","straight","سيدهو","سمو"
"2305","sair","course, walk","سير","چال"
"2306","sair o sairaab","satiated & quenched","سير و سيراب","جمن انے پاني سي دهرائي جاوؤ"
"2307","sairaab","quenched","سيراب","پياس نو بهجوؤ"
"2308","sirat","way of living/biography","سيرة","چال چلن"
"2309","saitarat","control, domination, hold","سيطرة","قابو"
"2310","seekho","learn","سيكهــوؤ","كئي چيز علم حاصل كروؤ"
"2311","sekwu","to bake","سيكوؤ","گرم چيز پر يا گرمي ما راكهي نے پكاوؤ"
"2312","simaa","sign","سيما","نشاني"
"2313","saikro","hundreds","سينكرو","سو ما"
"2314","seena","chest","سينه","صدر"
"2315","sinazani","matam","سينه زني","مأتم كروؤ"
"2316","siwu","to sew","سيوؤ","داگا سي جور اٰپوؤ"
"2317","saiye'at-saiye'aat","sin","سيئة-سيئات","گناه"
"2318","shabaashi","appreciation","شاباشي","استحسان"
"2319","shaadi","happy, joyful","شاد","خوش"
"2320","shaadi","marriage","شادي","زواج"
"2321","shaair","poet","شاعر-شعراء","شعر لكهنار"
"2322","shaakelat","manner","شاكلة","طرح"
"2323","shaamil","includes, covering","شامل","اهما موجود، ساتهے هوئي"
"2324","shaan","magesty/glory","شان","شرف، عزة، عظمة"
"2325","shaandaar","grand, magnificent","شاندار","شان والو"
"2326","shahaana","royal","شاهانه","شاهي"
"2327","shaahid","witness","شاهد","شهادة دينار"
"2328","shaahi","royal","شاهي","شاهانه، بادشاهو ني مثل"
"2329","shaayad","maybe, not sure","شايد","جه وات نا باره ما برابر كهي نه سكاتو هوئي"
"2330","shaae'","print","شائع","چهاپوؤ"
"2331","shabaab","youth","شباب","جوان"
"2332","shitaabi","quickly","شتابي","جلدي"
"2333","shujaa'","brave","شجاع","بهادر"
"2334","shajarat","tree","شجرة","جهار"
"2335","shehmi aankho","physical eyes","شحمي اٰنكهو","جسماني اٰنكهـ"
"2336","shakhs","person","شخص","اٰدمي"
"2337","shiddat","strength, intensity","شدة","سختي"
"2338","shadeed","intense, strong","شديد","شدة والو، سخت"
"2339","shar","evil","شر","بد"
"2340","sharaab","alcohol","شراب","خمر"
"2341","sharaabkhori","the act of consuming alcohol","شراب خوري","شراب پيوا نو عمل"
"2342","sharbet","sherbet","شربة","پيوانو (ميتهو)"
"2343","shurbat","a sip","شربة","پاني نو ايك گهونت"
"2344","sharat","condition (like requisite)","شرط- شروط","جه چيز لازم تهاتي هوئي"
"2345","sharq","east","شرق","مشرق"
"2346","shirkat","participation","شركة","شامل تهاوؤ"
"2347","sharam","shame","شرم","حياء"
"2348","sharmaawu","to feel shame, to be abashed","شرماوؤ","حياء نو اٰوؤ"
"2349","sharminda","embarrass","شرمنده","شرمناك"
"2350","shuru","start","شروع","ابتداء"
"2351","sharwo","gravy","شروو","مرق"
"2352","sharwa","haq ul nafz","شروى","حق النفس"
"2353","sharee'at","constitution","شريعة","قانون"
"2354","shareek","participant, partner, participating","شريك","جه شامل هوئي"
"2355","shashdar","to get astonished","ششدر تهاوؤ","مبهوت تهاوؤ، حيرة زده تهاوؤ"
"2356","shehed","honey","شهد","عسل"
"2357","shehzada","prince","شهزاده","فرزند"
"2358","sheaar","logo, emblem","شعار","پهچان"
"2359","sha'baan ul kareem","the 8th month of the islamic calendar","شعبان الكريم","ورس نو اٰتهمو مهينه"
"2360","she'er","verse, poetry","شعر","قصيدة، بيت"
"2361","sha'sha aaniyah","illuminated","شعشعانية","روشن"
"2362","shagab","turmoil, disorder","شغب","فساد"
"2363","shugul-ashgaal","work","شغل-اشغال","كام"
"2364","shaffaaf","crystal clear","شفّاف","گهنو صاف"
